key,en,pl
ITEM_NAME_DESCRIPTION_01,"Slow-roasted over enchanted coals, these wild boar ribs fall from the bone with a roar of ancient flavor — primal, smoky, and fit for a warlord’s table.","Żeberka dzika pieczone powoli nad zaklętym żarem — miękkie, aromatyczne, o pradawnym smaku, godne stołu wodza wojennego."
ITEM_NAME_DESCRIPTION_02,"Crafted by firelight in the highland meadows, this lamb sausage is spiced with mountain herbs — savory, bold, and a favorite of wandering bards.","Kiełbasa jagnięca wyrabiana przy świetle ognia na górskich łąkach, doprawiona ziołami górskimi — aromatyczna, wyrazista, ulubiona przez wędrownych bardów."
ITEM_NAME_DESCRIPTION_03,"Seared over runestone embers, this wild boar steak carries the strength of the forest — rich, hearty, and worthy of a hunter’s feast.","Stek z dzika smażony na węglach runicznych — mocny, sycący i wart uczty myśliwego."
ITEM_NAME_DESCRIPTION_04,"Brewed under the full moon with enchanted spring water, this amber ale shimmers with ancient magic — smooth, bold, and worthy of legends.","Piwo bursztynowe warzone pod pełnią księżyca ze źródlanej, zaklętej wody — gładkie, wyraziste, warte legend."
ITEM_NAME_DESCRIPTION_05,"Pressed from twilight grapes grown on moonlit hills, this crimson wine holds the secrets of forgotten realms — rich, mysterious, and hauntingly smooth.","Wino czerwone z winogron zbieranych o zmierzchu na księżycowych wzgórzach — bogate, tajemnicze i jedwabiście gładkie."
ITEM_NAME_DESCRIPTION_06,"Distilled in storm-forged oak barrels deep within the Highland cliffs, this ancient whisky burns with the fire of dragon’s breath — smoky, powerful, and timeless.","Whisky destylowana w beczkach dębowych hartowanych burzą w wysokich klifach Highland — dymna, mocna, ponadczasowa, z ogniem smoczego oddechu. "
ITEM_NAME_DESCRIPTION_07,The crimson hue of this gem resembles congealed blood. It is said to protect its bearer from fire.,"Czerwień tego klejnotu przypomina zastygłą krew. Mówi się, że chroni swego właściciela przed ogniem"
ITEM_NAME_DESCRIPTION_08,The violet depths of this gem soothe the mind and ward off bad dreams,Fioletowe głębie tego kamienia koją umysł i odpędzają złe sny
ITEM_NAME_DESCRIPTION_09,A red gemstone commonly used in jewelry,"Czerwony klejnot, często wykorzystywany w jubilerstwie."
ITEM_NAME_DESCRIPTION_10,A blue precious stone valued for its hardness and lasting color,"Niebieski kamień szlachetny, ceniony za twardość i trwałość koloru"
ITEM_NAME_DESCRIPTION_11,"A green gemstone, popular in ornaments and a symbol of wealth. Old tales tell of a girl with ashen hair and emerald eyes, kidnapped by a sorcerer and later rescued by a monster hunter.","Zielony klejnot, popularny w ozdobach i symbol bogactwa. W starych bajkach wspomina się o dziewczynie o popielatych włosach i szmaragdowych oczach, porwanej przez maga, a później uratowanej przez łowcę potworów."
ITEM_NAME_DESCRIPTION_12,A gem of unmatched brilliance. Its mere sight stirs desire and greed,Klejnot o niezrównanym blasku. Sam jego widok budzi pożądanie i chciwość
ITEM_NAME_DESCRIPTION_13,Flexible yet durable,"Elastyczna, lecz wytrzymała"
ITEM_NAME_DESCRIPTION_14,Simple but sturdy material. Protects better than it looks,"Zwykły, ale solidny materiał. Chroni lepiej niż wygląda"
ITEM_NAME_DESCRIPTION_15,Thick and warm. Shields against cold and biting winds,Gęsta i ciepła. Zapewnia ochronę przed chłodem i ostrymi wiatrami.
ITEM_NAME_DESCRIPTION_16,Heavy and coarse,Ciężka i gruba
ITEM_NAME_DESCRIPTION_17,"Covered in scales, hard as armor","Pokryta łuskami, twarda niczym zbroja"
ITEM_NAME_DESCRIPTION_18,Imbued with magical energy. Reacts to the touch of mages and runes,Przesycona energią zaklęć. Reaguje na dotyk magów i runy.
ITEM_NAME_DESCRIPTION_19,Rare and mighty material. Each scale holds a fragment of ancient power,Rzadki i potężny materiał. Każda łuska niesie w sobie cząstkę pradawnej mocy.
ITEM_NAME_DESCRIPTION_20,Formerly used in weaponsmithing or armorsmithing,Kiedyś używane w kowalstwie broni lub pancerzy
ITEM_NAME_DESCRIPTION_21,Commonly used in weaponsmithing and armorsmithing. ,Powszechnie używane w kowalstwie broni i pancerzy
ITEM_NAME_DESCRIPTION_22,Used in jewelry.,Używane w jubilerstwie
ITEM_NAME_DESCRIPTION_23,Used in weaponsmithing and armorsmithing. ,Używane w kowalstwie broni i pancerzy
ITEM_NAME_DESCRIPTION_24,Used in jewelry.,Używane w jubilerstwie
ITEM_NAME_DESCRIPTION_25,Used in jewelry.,Używane w jubilerstwie
ITEM_NAME_DESCRIPTION_26,Used in weaponsmithing and armorsmithing. ,Używane w kowalstwie broni i pancerzy
ITEM_NAME_DESCRIPTION_27,Used to smelt Copper Bar.,Do wytopu sztabki miedzi
ITEM_NAME_DESCRIPTION_28,Used to smelt Iron Bar.,Do wytopu sztabki żelaza
ITEM_NAME_DESCRIPTION_29,Used to smelt Golden Bar.,Do wytopu sztabki złota
ITEM_NAME_DESCRIPTION_30,Used to smelt Titan Bar.,Do wytopu sztabki tytanu
ITEM_NAME_DESCRIPTION_31,Used to smelt Silver Bar.,Do wytopu sztabki srebra
ITEM_NAME_DESCRIPTION_32,Used to smelt Demon Bar.,Do wytopu sztabki demonicznego żelaza
ITEM_NAME_DESCRIPTION_33,Used to smelt Dark Iron Bar.,Do wytopu sztabki ciemnego żelaza 
ITEM_NAME_DESCRIPTION_34,A basic rune used in simple spells,Podstawowa runa wykorzystywana w prostych zaklęciach
ITEM_NAME_DESCRIPTION_35,"A rune of dark power, used in destructive or protective magic","Runa o mrocznej mocy, stosowana w zaklęciach destrukcyjnych lub ochronnych."
ITEM_NAME_DESCRIPTION_36,A rune that channels elemental energy such as fire or water,"Runa pozwalająca kanałować energię żywiołów, takich jak ogień czy woda.."
ITEM_NAME_DESCRIPTION_37,"A rune of light, often used in healing and protective spells","Runa światła, często stosowana w zaklęciach leczniczych i ochronnych"
ITEM_NAME_DESCRIPTION_38,Most often used for building.,Najczęściej używane do budowy
ITEM_NAME_DESCRIPTION_39,"A durable plank, suitable for building and crafting",Wytrzymała deska idealna do budowy i rzemiosła
ITEM_NAME_DESCRIPTION_40,"Raw wood, a basic material for carpentry","Surowa kłoda, podstawowy materiał do obróbki stolarskiej"
ITEM_NAME_DESCRIPTION_41,"Dense and strong log, used in sturdy constructions","Gęsta i trwała kłoda, wykorzystywana w solidnych konstrukcjach"
ITEM_NAME_DESCRIPTION_42,Rare and durable wood. Used in enchants or crafting,Rzadki i wytrzymały materiał. Używany przy zaklinaniu lub wytwarzaniu
ITEM_NAME_DESCRIPTION_43,Basic material for furniture and crafting,Podstawowy materiał do wytwarzania mebli i przedmiotów
ITEM_NAME_DESCRIPTION_44,Exceptionally sturdy plank from old trees,Wyjątkowo trwała deska pochodząca ze starych drzew
ITEM_NAME_DESCRIPTION_45,A plant used to prepare potions and remedies,Roślina wykorzystywana do przygotowywania mikstur i leków
ITEM_NAME_DESCRIPTION_46,A plant used to prepare healing potions,Roślina używana do przygotowywania mikstur leczniczych
ITEM_NAME_DESCRIPTION_47,"A root with medicinal properties, a basic ingredient for elixirs","Korzeń o właściwościach leczniczych, podstawowy składnik eliksirów"
ITEM_NAME_DESCRIPTION_48,Ashwagandha,Ashwagandha
ITEM_NAME_DESCRIPTION_49,Bear Garlic,Czosnek niedźwiedzi
ITEM_NAME_DESCRIPTION_50,Black Sage,Czarna szałwia
ITEM_NAME_DESCRIPTION_51,Blue Lavender,Niebieska lawenda
ITEM_NAME_DESCRIPTION_52,Dragon Root,Smoczy korzeń
ITEM_NAME_DESCRIPTION_53,Enchanted Nettle,Zaklęta pokrzywa
ITEM_NAME_DESCRIPTION_54,Wormwood,Bylica
ITEM_NAME_DESCRIPTION_55,Yarrow,Krwawnik
ITEM_NAME_DESCRIPTION_56,An herb that restores magical energy,Zioło regenerujące energię magiczną
ITEM_NAME_DESCRIPTION_57,A plant used to replenish and enhance mana,Roślina używana do przywracania i wzmacniania many
ITEM_NAME_DESCRIPTION_58,A root that boosts magical power and mana regeneration,Korzeń zwiększający moc magiczną i odnowę many
ITEM_NAME_DESCRIPTION_59,"A warm, golden-brown powder with a spicy aroma and slightly bitter taste. It is made from the root of the ashwagandha plant, which grows amidst desert winds or on sunbaked rocky slopes. In alchemy, it is known as the “Herb of Bodily Calm,” harmonizing the mind with the movement of the flesh.When added to potions of agility and focus — often with oil from slendergrass seeds or decoctions of spider silk — it produces an elixir that grants the grace of a feline and the reflexes of a predator.","Ciepły, złocisto-brązowy proszek o pikantnym aromacie i lekko gorzkim smaku. Wytwarzany z korzenia rośliny ashwagandha, rosnącej na pustynnych wiatrach lub na słonecznych, skalistych zboczach. W alchemii znany jako „Zioło Spokoju Ciała”, harmonizujące umysł z ruchem ciała. Dodany do mikstur zręczności i skupienia — często z olejem z nasion słonecznika lub odwarami z pajęczyny — tworzy eliksir, który daje zwinność kota i refleksy drapieżnika."
ITEM_NAME_DESCRIPTION_60,"A pale pink powder with a subtle floral scent, made from dried blossoms of yarrow — a plant long revered as the ""healer’s gold."" Collected at sunrise, when the dew infuses its petals with life-giving energy, the powder retains its restorative qualities even after grinding.When blended into restorative elixirs — often alongside juice from elven hawthorn berries or resin-heart extract — it creates a powerful potion that temporarily boosts vitality and accelerates healing.","Blado-różowy proszek o subtelnym kwiatowym zapachu, wytwarzany z wysuszonych kwiatów krwawnika — rośliny od dawna nazywanej „złotem uzdrowiciela”. Zbierany o wschodzie słońca, gdy rosa nasyca płatki energią życia, proszek zachowuje swoje właściwości lecznicze nawet po zmieleniu. Włączony do eliksirów leczniczych — często razem z sokiem z jagód głogu elfów lub ekstraktem żywicznego serca — tworzy potężną miksturę, która tymczasowo zwiększa witalność i przyspiesza leczenie."
ITEM_NAME_DESCRIPTION_61,"A coarsely ground powder with a greenish hue and a pungent, earthy scent. Harvested from the leaves of wild bear garlic, gathered only at dawn before sunlight breaks the forest mist. This plant has long been prized for its fortifying and protective properties.","Grubo zmielony proszek o zielonkawym odcieniu i ostrym, ziemistym zapachu. Zbierany z liści dzikiego czosnku niedźwiedziego, wyłącznie o świcie przed przebiciem mgły przez słońce. Roślina od dawna ceniona za właściwości wzmacniające i ochronne. Sama w sobie nie ma bezpośrednich efektów ofensywnych ani defensywnych, ale w alchemii jest nieoceniona — katalizator wzmacniający właściwości innych składników. Nawet szczypta tego proszku może przekształcić przeciętną miksturę w coś potężnego i wyrafinowanego."
ITEM_NAME_DESCRIPTION_62,"The plant itself offers no direct offensive or defensive effects, but in alchemy, it is invaluable — a catalyst that enhances the properties of other ingredients. Even a pinch of this powder can transform a mediocre potion into something potent and refined.","Roślina sama w sobie nie daje bezpośrednich efektów ofensywnych ani defensywnych, ale w alchemii jest nieoceniona — działa jako katalizator, który wzmacnia właściwości innych składników. Nawet szczypta tego proszku może przemienić przeciętną miksturę w coś potężnego i wyrafinowanego."
ITEM_NAME_DESCRIPTION_63,"A key ingredient used in crafting most healing potions. With its herbal scent and subtle magic, it is a staple in every alchemist’s satchel.","Kluczowy składnik używany do wytwarzania większości mikstur leczniczych. Ze swoim ziołowym zapachem i subtelną magią, jest podstawą w torbie każdego alchemika."
ITEM_NAME_DESCRIPTION_64,"A soft, pale violet powder made from crushed blossoms of blue lavender — a magical variant that grows only atop mist-covered mountains. Revered for its subtle effects on the mind and memory, it is a favorite among wizards and scholars.","Miękki, blado-fioletowy proszek z rozkruszonych kwiatów niebieskiej lawendy — magicznej odmiany rosnącej tylko na mglistych szczytach gór. Ceniona za subtelny wpływ na umysł i pamięć, jest ulubieńcem czarodziejów i uczonych."
ITEM_NAME_DESCRIPTION_65,"A bitter, silvery-green powder with a strong herbal scent. It is made from wormwood leaves harvested under the full moon, when the plant’s protective properties are at their peak. Long believed to ward off curses and malign forces, wormwood is a staple in many arcane defenses.","Gorzki, srebrzysto-zielony proszek o intensywnym zapachu ziołowym. Wytwarzany z liści bylicy zbieranych w pełnię księżyca, gdy właściwości ochronne rośliny osiągają szczyt. Od dawna uważana za roślinę odpędzającą klątwy i złe moce, bylica jest podstawą wielu magicznych ochron."
ITEM_NAME_DESCRIPTION_66,"A commonly used ingredient in the crafting of mana potions. It holds the essence of raw magical energy, making it essential for any practitioner of the arcane arts.","Powszechnie stosowany składnik do tworzenia mikstur many. Zawiera esencję surowej energii magicznej, niezbędnej dla każdego praktyka sztuk tajemnych."
ITEM_NAME_DESCRIPTION_67,"A deep crimson powder with a sharp, burning scent, harvested from the root of a legendary plant that grows only where dragons have fallen. Unstable on its own, it must be carefully distilled and combined with other alchemical components to form a potion that amplifies physical strength.","Głęboko czerwony proszek o ostrym, palącym zapachu, pozyskiwany z korzenia legendarnej rośliny rosnącej tam, gdzie upadły smoki. Niestabilny sam w sobie, musi być ostrożnie destylowany i łączony z innymi składnikami alchemicznymi, aby stworzyć miksturę zwiększającą siłę fizyczną."
ITEM_NAME_DESCRIPTION_68,"A dull grey powder crafted from the leaves of black sage — a rare herb that grows only in the shadow of ancient ruins and forgotten tombs. Harvested under the new moon and dried over blackwood smoke, the herb gains properties that enhance spiritual perception.","Matowy, szary proszek z liści czarnej szałwii — rzadkiej rośliny rosnącej tylko w cieniu pradawnych ruin i zapomnianych grobowców. Zbierany w nowiu i suszony nad dymem czarnego drewna, roślina zyskuje właściwości zwiększające percepcję duchową."
ITEM_NAME_DESCRIPTION_69,"A small glass vial with clear walls, commonly used by alchemists to store potions, extracts, and magical ingredients.","Mała szklana fiolka z przejrzystymi ściankami, powszechnie używana przez alchemików do przechowywania mikstur, ekstraktów i składników magicznych."
ITEM_NAME_DESCRIPTION_70,A small potion that restores a minor amount of health,Mała mikstura przywracająca niewielką ilość zdrowia
ITEM_NAME_DESCRIPTION_71,A potion that restores a significant amount of health,Mikstura przywracająca znaczną ilość zdrowia
ITEM_NAME_DESCRIPTION_72,A small potion that restores a minor amount of mana,Mała mikstura odnawiająca niewielką ilość many
ITEM_NAME_DESCRIPTION_73,A potion that restores a significant amount of mana,Mikstura przywracająca znaczną ilość many
ITEM_NAME_DESCRIPTION_74,A spell that shoots a small fire projectile at an enemy.,Zaklęcie wystrzeliwujące mały pocisk ognia w przeciwnika
ITEM_NAME_DESCRIPTION_75,A quick electric spell dealing minor damage.,"Szybkie zaklęcie elektryczne, zadające niewielkie obrażenia"
ITEM_NAME_DESCRIPTION_76,A spell that boosts selected stats or abilities.,Zaklęcie wzmacniające wybrane statystyki lub umiejętności
ITEM_NAME_DESCRIPTION_77,A spell that instantly restores a small amount of health.,Zaklęcie natychmiast przywracające niewielką ilość zdrowia
ITEM_NAME_DESCRIPTION_78,A spell that restores health or energy over time.,Zaklęcie odnawiające zdrowie lub energię w czasie
ITEM_NAME_DESCRIPTION_79,A powerful fire spell in the form of a dragon’s breath.,Potężne zaklęcie ogniste w formie smoczego oddechu
ITEM_NAME_DESCRIPTION_80,An ice dragon breath spell that slows enemies.,"Zaklęcie lodowego oddechu smoka, spowalniające przeciwników"
ITEM_NAME_DESCRIPTION_81,A strong electric projectile hitting a single target.,Silny pocisk elektryczny uderzający w pojedynczy cel
ITEM_NAME_DESCRIPTION_82,A powerful electric attack hitting a targeted area.,"Potężny atak elektryczny, trafiający w wybrany obszar"
ITEM_NAME_DESCRIPTION_83,A basic axe used for simple tasks and combat.,Prosta siekiera używana do podstawowych prac i walki.
ITEM_NAME_DESCRIPTION_84,A roughly made weapon with a stone blade.,Niezgrabnie wykonana broń z kamiennym ostrzem.
ITEM_NAME_DESCRIPTION_85,A sturdy axe designed for seasoned fighters.,Solidna siekiera przeznaczona dla doświadczonych wojowników.
ITEM_NAME_DESCRIPTION_86,"A small, lightweight axe suitable for quick strikes or work.","Mała siekierka, lekka i poręczna, dobra do szybkich ataków lub pracy."
ITEM_NAME_DESCRIPTION_87,"A heavy, perfectly balanced weapon of dwarven craftsmanship.","Ciężka, doskonale wyważona broń krasnoludzkiej roboty."
ITEM_NAME_DESCRIPTION_88,A large combat axe that delivers powerful blows.,"Duża siekiera bojowa, zadająca potężne ciosy."
ITEM_NAME_DESCRIPTION_89,"An axe infused with dark energy, wielded by fallen warriors.","Siekiera nasycona mroczną energią, używana przez upadłych wojowników."
ITEM_NAME_DESCRIPTION_90,A light and precise weapon crafted from rare elven materials.,Lekka i precyzyjna broń wykonana z rzadkich materiałów elfickiego pochodzenia.
ITEM_NAME_DESCRIPTION_91,"A mighty axe forged in the mountains, known for its unmatched durability.","Potężna siekiera wykuta w górach, znana ze swojej niezrównanej wytrzymałości."
ITEM_NAME_DESCRIPTION_92,"An old, rusty weapon with great power but poor balance.","Stara, zardzewiała broń o dużej sile, lecz słabej równowadze."
ITEM_NAME_DESCRIPTION_93,A heavy battle axe used in wars and sieges.,Ciężka siekiera bojowa używana w bitwach i oblężeniach.
ITEM_NAME_DESCRIPTION_94,An improved greataxe with a razor-sharp edge.,Ulepszona wersja topora dwuręcznego o ostrym jak brzytwa ostrzu.
ITEM_NAME_DESCRIPTION_95,"An executioner’s weapon, designed for swift and final strikes.","Broń katów, stworzona do zadawania szybkich i ostatecznych ciosów."
ITEM_NAME_DESCRIPTION_96,A mining axe used for extracting resources.,Siekiera górnicza przeznaczona do wydobywania surowców.
ITEM_NAME_DESCRIPTION_97,An orcish axe with a brutal design and great striking force.,Orkowa siekiera o brutalnej konstrukcji i dużej sile uderzenia.
ITEM_NAME_DESCRIPTION_98,A reinforced orcish weapon used by seasoned fighters.,Wzmocniona orkowa broń używana przez doświadczonych wojowników.
ITEM_NAME_DESCRIPTION_99,"An axe belonging to the elite of orc warriors, heavy and effective.","Siekiera należąca do elity orkowych wojowników, ciężka i skuteczna."
ITEM_NAME_DESCRIPTION_100,"The weapon of an orc warchief, a symbol of power and dominance in battle.","Broń wodza orków, symbol siły i dominacji na polu bitwy."
ITEM_NAME_DESCRIPTION_101,"A bow used by bandits, light and easy to repair.","Łuk używany przez bandytów, lekki i łatwy w naprawie."
ITEM_NAME_DESCRIPTION_102,A ranger’s bow offering good accuracy at medium range.,"Solidny łuk strzelca, zapewniający dobrą celność na średnim dystansie."
ITEM_NAME_DESCRIPTION_103,"A black bow made of dark wood, often used by assassins.","Czarny łuk wykonany z ciemnego drewna, często używany przez skrytobójców."
ITEM_NAME_DESCRIPTION_104,A reinforced laminated bow combining flexibility and durability.,"Wzmocniony łuk laminowany, łączący elastyczność i wytrzymałość."
ITEM_NAME_DESCRIPTION_105,"An elven bow of excellent precision, crafted from light magical materials.","Elficki łuk o doskonałej precyzji, wykonany z lekkich, magicznych materiałów."
ITEM_NAME_DESCRIPTION_106,"A simple bow made from basic materials, easy to use and inexpensive to produce.","Prosty łuk z podstawowych materiałów, łatwy w użyciu i taniej produkcji."
ITEM_NAME_DESCRIPTION_107,An orcish bow with great draw strength but low accuracy.,"Orczy łuk o dużej sile naciągu, lecz małej precyzji."
ITEM_NAME_DESCRIPTION_108,Fists,Pięści
ITEM_NAME_DESCRIPTION_109,"An iron mace with a solid build, used by guards and soldiers.","Żelazna buława o solidnej konstrukcji, używana przez strażników i żołnierzy."
ITEM_NAME_DESCRIPTION_110,A heavy mace capable of crushing armor and bone.,Ciężka buława zdolna do miażdżenia zbroi i kości.
ITEM_NAME_DESCRIPTION_111,"A black mace made of hard metal, radiating dark energy.","Czarna buława wykonana z twardego metalu, emanująca mroczną energią."
ITEM_NAME_DESCRIPTION_112,"The Mace of the Sun Leaf, decorated with motifs of nature and light, used by priests.","Buława Liścia Słońca, ozdobiona motywami natury i światła, używana przez kapłanów."
ITEM_NAME_DESCRIPTION_113,"The Blackrock Mace, known for its durability and origin in mountain forges.","Buława Czarnoskale, znana ze swojej wytrzymałości i pochodzenia z górskich kuźni."
ITEM_NAME_DESCRIPTION_114,"A simple mace, a basic weapon used by recruits and soldiers.","Prosta buława, podstawowa broń używana przez nowicjuszy i żołnierzy."
ITEM_NAME_DESCRIPTION_115,A rusty mace with limited effectiveness but still dangerous in combat.,"Zardzewiała buława o ograniczonej skuteczności, lecz wciąż niebezpieczna w walce."
ITEM_NAME_DESCRIPTION_116,"A hammer called Flame, glowing red-hot upon impact.","Młot zwany Płomieniem, rozżarzający się do czerwoności podczas uderzenia."
ITEM_NAME_DESCRIPTION_117,"A black hammer of great weight, wielded by warriors of immense strength.","Czarny młot o ogromnej wadze, używany przez wojowników o nadludzkiej sile."
ITEM_NAME_DESCRIPTION_118,An ice mace whose strikes freeze enemies on impact.,"Buława lodowa, której uderzenia zamrażają przeciwników."
ITEM_NAME_DESCRIPTION_119,"A mace known as Deathblow, forged to deliver final strikes.","Buława zwana Cios Śmierci, stworzona do zadawania ostatecznych uderzeń."
ITEM_NAME_DESCRIPTION_120,A powerful paladin greatmace infused with holy energy.,"Potężna buława paladyna, nasycona świętą energią."
ITEM_NAME_DESCRIPTION_121,"A massive dark iron greatmace, heavy and extremely durable.","Wielka buława z ciemnego żelaza, ciężka i niezwykle wytrzymała."
ITEM_NAME_DESCRIPTION_122,A paladin’s mace blessed by priests and used to fight evil.,"Buława paladyna, błogosławiona przez kapłanów i używana w walce ze złem."
ITEM_NAME_DESCRIPTION_123,"A rusty knight’s mace, long forgotten yet still dangerous.","Zardzewiała buława rycerska, dawno zapomniana, lecz wciąż groźna."
ITEM_NAME_DESCRIPTION_124,"A book containing the Firebolt spell, a basic text for fire mages.","Księga zawierająca zaklęcie Ognistego Pocisku, podstawowa lektura magów ognia."
ITEM_NAME_DESCRIPTION_125,Goblin Fire Rune,Goblińska runa ognia
ITEM_NAME_DESCRIPTION_126,A staff of fire that channels flame energy into powerful attacks.,"Kostur ognia, skupiający energię płomieni w potężne ataki."
ITEM_NAME_DESCRIPTION_127,An elven magic staff made of light wood and strengthened with nature spells.,"Elficki kostur magiczny, wykonany z lekkiego drewna i wzmocniony zaklęciami natury."
ITEM_NAME_DESCRIPTION_128,"The Archmage’s staff, a symbol of ultimate knowledge and magical power.","Kostur Arcymaga, symbol najwyższej wiedzy i mocy magicznej."
ITEM_NAME_DESCRIPTION_129,"An iron sword, a simple and reliable weapon used by most warriors.","Żelazny miecz, prosta i niezawodna broń używana przez większość wojowników."
ITEM_NAME_DESCRIPTION_130,"A sword known as the Dark Prince, radiating an aura of ancient evil.","Miecz zwany Mrocznym Księciem, emanujący aurą starego zła."
ITEM_NAME_DESCRIPTION_131,"A dark iron sword, heavy and resistant to damage.","Miecz z czarnego żelaza, ciężki i odporny na uszkodzenia."
ITEM_NAME_DESCRIPTION_132,An ice blade that leaves frost on the wounds it inflicts.,"Ostrze lodu, które pozostawia po sobie szron na ranie przeciwnika."
ITEM_NAME_DESCRIPTION_133,"An ice sword forged by northern mages, combining steel and frost magic.","Lodowy miecz stworzony przez magów północy, łączący stal i magię mrozu."
ITEM_NAME_DESCRIPTION_134,"Deathblade, a sword with a sinister aura, forged to deliver fatal blows.","Miecz Śmierci, ostrze o złowrogiej aurze, stworzone do zadawania ostatecznych ciosów."
ITEM_NAME_DESCRIPTION_135,"A dwarven sword, heavy but perfectly balanced and reliable.","Krasnoludzki miecz, ciężki, ale doskonale wyważony i niezawodny."
ITEM_NAME_DESCRIPTION_136,"An elven sword, light and precise, made from high-quality alloys.","Elficki miecz, lekki i precyzyjny, wykonany z wysokiej jakości stopów."
ITEM_NAME_DESCRIPTION_137,"An iron blade, a simple weapon for novice fighters.","Żelazne ostrze, prosta broń przeznaczona dla początkujących wojowników."
ITEM_NAME_DESCRIPTION_138,"A rusty sword, old and worn but still capable of combat.","Zardzewiały miecz, stary i zużyty, ale wciąż zdolny do walki."
ITEM_NAME_DESCRIPTION_139,"A broken sword, remains of a once powerful weapon, now unusable.","Złamany miecz, pozostałość po dawnej broni, niezdolny do skutecznego użytku."
ITEM_NAME_DESCRIPTION_140,"A bronze sword, sturdy but less sharp than steel variants.","Brązowy miecz, solidny, lecz mniej ostry niż stalowe odpowiedniki."
ITEM_NAME_DESCRIPTION_141,A powerful greatsword with high reach and striking force.,Potężny miecz dwuręczny o dużym zasięgu i sile uderzenia.
ITEM_NAME_DESCRIPTION_142,"A paladin’s sword, blessed and infused with holy energy.","Miecz paladyna, poświęcony i nasycony energią światła."
ITEM_NAME_DESCRIPTION_143,A steel greatsword combining durability and strength.,"Stalowy miecz dwuręczny, łączący wytrzymałość i siłę."
ITEM_NAME_DESCRIPTION_144,A greatsword used by experienced warriors.,Potężny miecz dwuręczny używany przez doświadczonych wojowników.
ITEM_NAME_DESCRIPTION_145,"A zweihander, massive and long, requiring great strength to wield.","Zweihander, masywny miecz o długim ostrzu, wymagający ogromnej siły."
ITEM_NAME_DESCRIPTION_146,"A black iron greatsword, extremely heavy and durable.","Wielki miecz z czarnego żelaza, niezwykle ciężki i trwały."
ITEM_NAME_DESCRIPTION_147,A magic greatsword enhanced with powerful enchantments.,"Magiczny miecz dwuręczny, wzmocniony zaklęciami mocy."
ITEM_NAME_DESCRIPTION_148,"An elven greatsword, light and perfectly balanced.","Elficki miecz dwuręczny, lekki i doskonale wyważony."
ITEM_NAME_DESCRIPTION_149,A frost greatsword whose strikes slow enemies.,"Lodowy miecz dwuręczny, którego ciosy spowalniają przeciwników."
ITEM_NAME_DESCRIPTION_150,A darkfire greatsword combining the powers of flame and shadow.,"Mroczny ognisty miecz, łączący moc płomieni i cienia."
ITEM_NAME_DESCRIPTION_151,Frostmourne – a cursed blade that devours the souls of the fallen.,"Frostmourne – przeklęty miecz, który pochłania dusze pokonanych."
ITEM_NAME_DESCRIPTION_152,"A rusty greatsword, heavy and worn but still deadly.","Zardzewiały miecz dwuręczny, ciężki i zużyty, lecz nadal śmiercionośny."
ITEM_NAME_DESCRIPTION_153,"A rusty greatsword, long forgotten, bearing the marks of old battles.","Zardzewiały miecz dwuręczny, dawno zapomniany, noszący ślady starych bitew."
ITEM_NAME_DESCRIPTION_154,"A rusty greatsword, simple yet still battle-ready.","Zardzewiały miecz dwuręczny, prosty, ale wciąż zdolny do walki."
ITEM_NAME_DESCRIPTION_155,"A large greatsword, a standard weapon for heavily armored warriors.","Duży miecz dwuręczny, standardowa broń ciężkozbrojnych wojowników."
EVENT_AMBUSH_00,Ambush!,asadzka!
EVENT_AMBUSH_DESCRIPTION_00,You've been attacked during your journey. Do you want to try to avoid the ambush?,Zostałeś zaatakowany podczas swojej podróży. Czy chcesz spróbować uniknąć zasadzki?
EVENT_AMBUSH_01,Encounter,Spotkanie
EVENT_AMBUSH_DESCRIPTION_01,"In the distance, you spot a shape blocking the road. As you draw closer, it appears to be some kind of makeshift camp — perhaps a lone traveler… or someone far less welcoming. Do you wish to approach?","W oddali dostrzegasz kształt blokujący drogę. Gdy się zbliżasz, wydaje się to być jakieś prowizoryczne obozowisko — być może samotny podróżnik… albo ktoś znacznie mniej przyjazny. Czy chcesz podejść bliżej?"
EVENT_AMBUSH_02,Oportunity!,Okazja!
EVENT_AMBUSH_DESCRIPTION_02,You spot some ruins on your path. Do you want to explore them?,Na swojej drodze zauważasz ruiny. Czy chcesz je zbadać?
LOCATION_NAME_01,Blackforest Team,Blackforest Team
LOCATION_NAME_02,Claudania,Claudania
LOCATION_NAME_03,Ashraudem,Ashraudem
LOCATION_NAME_04,Deepforest Clan,Deepforest Clan
LOCATION_NAME_05,Goblin's Cave,Goblin's Cave
LOCATION_NAME_06,Orc City,Orc City
LOCATION_NAME_07,Cmentary,Cmentary
LOCATION_NAME_08,Oasian Raiders,Oasian Raiders
LOCATION_NAME_09,Hyana Tribe,Hyana Tribe
LOCATION_NAME_10,Ogrimmar,Ogrimmar
LOCATION_NAME_11,Dar'athmur,Dar'athmur
LOCATION_NAME_12,Thrallmar,Thrallmar
LOCATION_DESCRIPTION_01,"The Blackforest Team has seized control of these woods. They raid merchants and abduct travelers for ransom. Their true numbers remain unknown, but they are said to be numerous.","Drużyna Czarnego Lasu przejęła kontrolę nad tymi lasami. Napadają na kupców i porywają podróżników dla okupu. Ich prawdziwe liczby pozostają nieznane, ale mówi się, że jest ich wielu."
